year,parfam,countryname,per503,pervote,electionDate,partyname,environWeighted
1998-01-01,30,Denmark,3.125,35.93,March 1998,Social Democratic Party,112.28125
1998-01-01,60,Denmark,1.869,4.31,March 1998,Centre Democrats,8.05539
1998-01-01,40,Denmark,3.636,3.85,March 1998,Danish Social-Liberal Party,13.998600000000001
1998-01-01,40,Denmark,0.0,24.01,March 1998,Liberals,0.0
1998-01-01,50,Denmark,9.877,2.51,March 1998,Christian People’s Party,24.79127
1998-01-01,60,Denmark,0.0,8.92,March 1998,Conservative People’s Party,0.0
1998-01-01,70,Denmark,1.389,7.41,March 1998,Danish People’s Party,10.29249
1998-01-01,70,Denmark,2.0,2.42,March 1998,Progress Party,4.84
2001-01-01,20,Denmark,5.66,2.4,November 2001,Red-Green Unity List,13.584
2001-01-01,20,Denmark,4.615,6.37,November 2001,Socialist People’s Party,29.397550000000003
2001-01-01,30,Denmark,7.733000000000001,29.08,November 2001,Social Democratic Party,224.87564000000003
2001-01-01,40,Denmark,5.66,5.19,November 2001,Danish Social-Liberal Party,29.375400000000003
2001-01-01,40,Denmark,0.0,31.25,November 2001,Liberals,0.0
2001-01-01,50,Denmark,2.597,2.28,November 2001,Christian People’s Party,5.9211599999999995
2001-01-01,60,Denmark,0.0,9.07,November 2001,Conservative People’s Party,0.0
2001-01-01,70,Denmark,5.0,12.0,November 2001,Danish People’s Party,60.0
2005-01-01,20,Denmark,9.865,3.3989999999999996,February 2005,Red-Green Unity List,33.531135
2005-01-01,20,Denmark,5.292999999999999,5.989,February 2005,Socialist People’s Party,31.699776999999994
2005-01-01,30,Denmark,1.038,25.835,February 2005,Social Democratic Party,26.816730000000003
2005-01-01,60,Denmark,0.0,1.0,February 2005,Centre Democrats,0.0
2005-01-01,40,Denmark,3.409,9.181,February 2005,Danish Social-Liberal Party,31.298028999999996
2005-01-01,40,Denmark,0.0,29.031,February 2005,Liberals,0.0
2005-01-01,50,Denmark,0.485,1.7,February 2005,Christian Democrats,0.8245
2005-01-01,60,Denmark,0.5710000000000001,10.273,February 2005,Conservative People’s Party,5.865883
2005-01-01,70,Denmark,4.0,13.253,February 2005,Danish People’s Party,53.012
2007-01-01,40,Denmark,0.0,2.81,November 2007,New Alliance,0.0
2007-01-01,20,Denmark,5.281000000000001,2.17,November 2007,Red-Green Unity List,11.45977
2007-01-01,20,Denmark,0.0,13.04,November 2007,Socialist People’s Party,0.0
2007-01-01,30,Denmark,11.110999999999999,25.47,November 2007,Social Democratic Party,282.99717
2007-01-01,40,Denmark,1.923,5.12,November 2007,Danish Social-Liberal Party,9.84576
2007-01-01,40,Denmark,1.55,26.26,November 2007,Liberals,40.703
2007-01-01,60,Denmark,0.0,10.39,November 2007,Conservative People’s Party,0.0
2007-01-01,70,Denmark,4.255,13.86,November 2007,Danish People’s Party,58.9743
2011-01-01,40,Denmark,1.149,4.976,September 2011,Liberal Alliance,5.717424
2011-01-01,20,Denmark,11.777999999999999,6.682,September 2011,Red-Green Unity List,78.70059599999999
2011-01-01,20,Denmark,7.5360000000000005,9.196,September 2011,Socialist People’s Party,69.301056
2011-01-01,30,Denmark,2.367,24.857,September 2011,Social Democratic Party,58.836518999999996
2011-01-01,40,Denmark,1.575,9.479,September 2011,Danish Social-Liberal Party,14.929424999999998
2011-01-01,40,Denmark,4.425,26.739,September 2011,Liberals,118.320075
2011-01-01,60,Denmark,12.675999999999998,4.922,September 2011,Conservative People’s Party,62.39127199999999
2011-01-01,70,Denmark,3.179,12.302999999999999,September 2011,Danish People’s Party,39.111236999999996
2015-01-01,40,Denmark,11.110999999999999,7.534,June 2015,Liberal Alliance,83.71027399999998
2015-01-01,20,Denmark,4.848,4.796,June 2015,Alternativ,23.251008000000002
2015-01-01,20,Denmark,21.429000000000002,7.7989999999999995,June 2015,Red-Green Unity List,167.124771
2015-01-01,20,Denmark,0.0,4.194,June 2015,Socialist People’s Party,0.0
2015-01-01,30,Denmark,10.279000000000002,26.284000000000002,June 2015,Social Democratic Party,270.1732360000001
2015-01-01,40,Denmark,15.625,4.575,June 2015,Danish Social-Liberal Party,71.484375
2015-01-01,40,Denmark,0.99,19.471,June 2015,Liberals,19.27629
2015-01-01,60,Denmark,0.0,3.353,June 2015,Conservative People’s Party,0.0
2015-01-01,70,Denmark,0.0,21.078000000000003,June 2015,Danish People’s Party,0.0
2019-01-01,40,Denmark,3.398,2.329,June 2019,Liberal Alliance,7.913942000000001
2019-01-01,20,Denmark,9.675,2.9530000000000003,June 2019,Alternativ,28.570275000000006
2019-01-01,20,Denmark,14.545,6.94,June 2019,Red-Green Unity List,100.9423
2019-01-01,20,Denmark,13.397,7.71,June 2019,Socialist People’s Party,103.29087
2019-01-01,30,Denmark,12.779000000000002,25.905,June 2019,Social Democratic Party,331.03999500000003
2019-01-01,40,Denmark,10.161,8.628,June 2019,Danish Social-Liberal Party,87.669108
2019-01-01,40,Denmark,12.587,23.393,June 2019,Liberals,294.447691
2019-01-01,60,Denmark,4.835,6.622000000000001,June 2019,Conservative People’s Party,32.01737000000001
2019-01-01,70,Denmark,7.447,8.735,June 2019,Danish People’s Party,65.049545
2019-01-01,70,Denmark,7.037999999999999,2.356,June 2019,The New Right,16.581528
1945-01-01,20,Finland,0.976,23.471,March 1945,Finnish People’s Democratic Union,22.907695999999998
1945-01-01,30,Finland,0.0,25.08,March 1945,Finnish Social Democrats,0.0
1945-01-01,40,Finland,4.317,5.1739999999999995,March 1945,National Progressive Party,22.336157999999998
1945-01-01,60,Finland,1.4709999999999999,15.038,March 1945,National Coalition,22.120897999999997
1945-01-01,80,Finland,4.396,21.353,March 1945,Agrarian Union,93.867788
1945-01-01,90,Finland,4.762,8.378,March 1945,Swedish People’s Party,39.896035999999995
1948-01-01,20,Finland,0.38,19.991,July 1948,Finnish People’s Democratic Union,7.59658
1948-01-01,30,Finland,4.902,26.315,July 1948,Finnish Social Democrats,128.99613000000002
1948-01-01,40,Finland,4.317,3.907,July 1948,National Progressive Party,16.866519
1948-01-01,60,Finland,5.8820000000000014,17.041,July 1948,National Coalition,100.23516200000003
1948-01-01,80,Finland,10.465,24.236,July 1948,Agrarian Union,253.62974
1948-01-01,90,Finland,4.255,7.737,July 1948,Swedish People’s Party,32.920935
1951-01-01,20,Finland,4.4639999999999995,21.589000000000002,July 1951,Finnish People’s Democratic Union,96.373296
1951-01-01,30,Finland,0.0,26.52,July 1951,Finnish Social Democrats,0.0
1951-01-01,40,Finland,4.317,5.678,July 1951,Finnish People’s Party,24.511926
1951-01-01,60,Finland,4.615,14.565,July 1951,National Coalition,67.21747500000001
1951-01-01,80,Finland,8.871,23.256999999999998,July 1951,Agrarian Union,206.312847
1951-01-01,90,Finland,8.621,7.567,July 1951,Swedish People’s Party,65.235107
1954-01-01,20,Finland,10.236,21.587,March 1954,Finnish People’s Democratic Union,220.96453200000002
1954-01-01,30,Finland,0.0,26.246,March 1954,Finnish Social Democrats,0.0
1954-01-01,40,Finland,4.317,7.8839999999999995,March 1954,Finnish People’s Party,34.035228
1954-01-01,60,Finland,5.405,12.798,March 1954,National Coalition,69.17319
1954-01-01,80,Finland,7.407,24.098000000000003,March 1954,Agrarian Union,178.49388600000003
1954-01-01,90,Finland,12.345999999999998,6.978,March 1954,Swedish People’s Party,86.15038799999998
1958-01-01,20,Finland,12.593,23.171,July 1958,Finnish People’s Democratic Union,291.792403
1958-01-01,30,Finland,6.897,1.746,July 1958,Social Democratic League of Workers and Smallholders,12.042162000000001
1958-01-01,30,Finland,6.077000000000001,23.156,July 1958,Finnish Social Democrats,140.71901200000002
1958-01-01,40,Finland,4.317,5.895,July 1958,Finnish People’s Party,25.448715
1958-01-01,60,Finland,0.0,15.280999999999999,July 1958,National Coalition,0.0
1958-01-01,80,Finland,2.609,23.061,July 1958,Agrarian Union,60.166149
1958-01-01,90,Finland,8.696,6.732,July 1958,Swedish People’s Party,58.541472
1962-01-01,20,Finland,2.083,22.03,February 1962,Finnish People’s Democratic Union,45.888490000000004
1962-01-01,30,Finland,6.897,4.361000000000001,February 1962,Social Democratic League of Workers and Smallholders,30.077817000000007
1962-01-01,30,Finland,0.0,19.502,February 1962,Finnish Social Democrats,0.0
1962-01-01,40,Finland,4.317,5.9479999999999995,February 1962,Finnish People’s Party,25.677516
1962-01-01,60,Finland,5.455,14.645999999999999,February 1962,National Coalition,79.89393
1962-01-01,80,Finland,6.545,22.954,February 1962,Agrarian Union,150.23393000000002
1962-01-01,90,Finland,9.16,6.414,February 1962,Swedish People’s Party,58.75224
1966-01-01,20,Finland,7.143,21.208000000000002,March 1966,Finnish People’s Democratic Union,151.488744
1966-01-01,30,Finland,6.897,2.585,March 1966,Social Democratic League of Workers and Smallholders,17.828745
1966-01-01,30,Finland,21.429000000000002,27.229,March 1966,Finnish Social Democrats,583.4902410000001
1966-01-01,40,Finland,4.317,6.466,March 1966,Liberal People’s Party,27.913722000000003
1966-01-01,60,Finland,6.451000000000001,13.794,March 1966,National Coalition,88.98509400000002
1966-01-01,80,Finland,10.48,21.225,March 1966,Centre Party,222.43800000000002
1966-01-01,70,Finland,15.789000000000001,1.0270000000000001,March 1966,Finnish Smallholders’ Party,16.215303000000002
1966-01-01,90,Finland,4.878,5.978,March 1966,Swedish People’s Party,29.160684
1970-01-01,20,Finland,14.013,16.585,March 1970,Finnish People’s Democratic Union,232.405605
1970-01-01,30,Finland,20.714000000000002,23.432,March 1970,Finnish Social Democrats,485.370448
1970-01-01,40,Finland,6.122000000000001,5.9479999999999995,March 1970,Liberal People’s Party,36.413656
1970-01-01,50,Finland,1.923,1.126,March 1970,Finnish Christian Union,2.165298
1970-01-01,60,Finland,7.447,18.045,March 1970,National Coalition,134.38111500000002
1970-01-01,80,Finland,7.08,17.121,March 1970,Centre Party,121.21668
1970-01-01,70,Finland,15.789000000000001,10.487,March 1970,Finnish Rural Party,165.57924300000002
1970-01-01,90,Finland,8.113,5.696000000000001,March 1970,Swedish People’s Party,46.211648000000004
1972-01-01,20,Finland,10.0,17.02,January 1972,Finnish People’s Democratic Union,170.2
1972-01-01,30,Finland,20.0,25.785,January 1972,Finnish Social Democrats,515.7
1972-01-01,40,Finland,5.061,5.157,January 1972,Liberal People’s Party,26.099577
1972-01-01,50,Finland,5.405,2.53,January 1972,Finnish Christian Union,13.67465
1972-01-01,60,Finland,25.531999999999996,17.589000000000002,January 1972,National Coalition,449.08234799999997
1972-01-01,80,Finland,12.765999999999998,16.41,January 1972,Centre Party,209.49005999999997
1972-01-01,70,Finland,17.647000000000002,9.163,January 1972,Finnish Rural Party,161.699461
1972-01-01,90,Finland,11.347999999999999,5.356,January 1972,Swedish People’s Party,60.77988799999999
1975-01-01,20,Finland,10.638,18.892,September 1975,Finnish People’s Democratic Union,200.973096
1975-01-01,30,Finland,25.0,24.859,September 1975,Finnish Social Democrats,621.475
1975-01-01,40,Finland,5.061,4.3469999999999995,September 1975,Liberal People’s Party,22.000166999999998
1975-01-01,50,Finland,2.9410000000000003,3.295,September 1975,Finnish Christian Union,9.690595
1975-01-01,60,Finland,12.765999999999998,18.37,September 1975,National Coalition,234.51142
1975-01-01,80,Finland,9.756,17.629,September 1975,Centre Party,171.988524
1975-01-01,70,Finland,20.0,3.594,September 1975,Finnish Rural Party,71.88
1975-01-01,90,Finland,8.955,5.007,September 1975,Swedish People’s Party,44.837685
1979-01-01,20,Finland,16.327,17.898,March 1979,Finnish People’s Democratic Union,292.22064600000004
1979-01-01,30,Finland,13.58,23.891,March 1979,Finnish Social Democrats,324.43978
1979-01-01,40,Finland,4.0,3.682,March 1979,Liberal People’s Party,14.728
1979-01-01,50,Finland,1.9609999999999999,4.776,March 1979,Finnish Christian Union,9.365735999999998
1979-01-01,60,Finland,0.0,21.654,March 1979,National Coalition,0.0
1979-01-01,80,Finland,18.333,17.291,March 1979,Centre Party,316.995903
1979-01-01,70,Finland,10.255999999999998,4.576000000000001,March 1979,Finnish Rural Party,46.931456000000004
1979-01-01,90,Finland,7.576000000000001,4.55,March 1979,Swedish People’s Party,34.470800000000004
1983-01-01,10,Finland,0.0,1.411,March 1983,Green Union,0.0
1983-01-01,20,Finland,7.143,13.97,March 1983,Finnish People’s Democratic Union,99.78771
1983-01-01,30,Finland,8.108,26.713,March 1983,Finnish Social Democrats,216.58900400000002
1983-01-01,50,Finland,0.9259999999999999,3.034,March 1983,Finnish Christian Union,2.8094839999999994
1983-01-01,60,Finland,0.0,22.119,March 1983,National Coalition,0.0
1983-01-01,80,Finland,20.408,17.625999999999998,March 1983,Centre Party,359.71140799999995
1983-01-01,70,Finland,4.545,9.689,March 1983,Finnish Rural Party,44.036505
1983-01-01,90,Finland,8.791,4.928999999999999,March 1983,Swedish People’s Party,43.330839
1987-01-01,10,Finland,0.0,4.027,March 1987,Green Union,0.0
1987-01-01,20,Finland,8.182,9.39,March 1987,Finnish People’s Democratic Union,76.82898
1987-01-01,20,Finland,4.566,4.242,March 1987,Democratic Alternative,19.368972
1987-01-01,30,Finland,0.0,24.143,March 1987,Finnish Social Democrats,0.0
1987-01-01,50,Finland,0.0,2.577,March 1987,Finnish Christian Union,0.0
1987-01-01,60,Finland,0.0,23.131999999999998,March 1987,National Coalition,0.0
1987-01-01,80,Finland,0.0,17.62,March 1987,Centre Party,0.0
1987-01-01,70,Finland,10.714,6.317,March 1987,Finnish Rural Party,67.680338
1987-01-01,90,Finland,0.0,5.625,March 1987,Swedish People’s Party,0.0
1991-01-01,10,Finland,0.0,6.82,March 1991,Green Union,0.0
1991-01-01,20,Finland,5.357,10.075,March 1991,Left Wing Alliance,53.971775
1991-01-01,30,Finland,0.0,22.124000000000002,March 1991,Finnish Social Democrats,0.0
1991-01-01,40,Finland,4.0,0.778,March 1991,Liberal People’s Party,3.112
1991-01-01,50,Finland,6.428999999999999,3.05,March 1991,Finnish Christian Union,19.608449999999998
1991-01-01,60,Finland,1.493,19.314,March 1991,National Coalition,28.835802
1991-01-01,80,Finland,0.0,24.825,March 1991,Finnish Centre,0.0
1991-01-01,70,Finland,12.15,4.8469999999999995,March 1991,Finnish Rural Party,58.89104999999999
1991-01-01,90,Finland,2.3080000000000003,5.826000000000001,March 1991,Swedish People’s Party,13.446408000000005
1995-01-01,10,Finland,22.388,6.516,March 1995,Green Union,145.880208
1995-01-01,20,Finland,14.894,11.16,March 1995,Left Wing Alliance,166.21704
1995-01-01,30,Finland,31.373,28.250999999999998,March 1995,Finnish Social Democrats,886.318623
1995-01-01,40,Finland,3.7739999999999996,2.807,March 1995,Young Finnish Party,10.593618
1995-01-01,50,Finland,4.673,2.96,March 1995,Finnish Christian Union,13.83208
1995-01-01,60,Finland,12.865,17.894000000000002,March 1995,National Coalition,230.20631000000003
1995-01-01,80,Finland,4.878,19.85,March 1995,Finnish Centre,96.82830000000001
1995-01-01,70,Finland,12.15,1.301,March 1995,Finnish Rural Party,15.80715
1995-01-01,90,Finland,11.399000000000001,5.494,March 1995,Swedish People’s Party,62.626106
1999-01-01,10,Finland,8.594,7.27,March 1999,Green Union,62.478379999999994
1999-01-01,20,Finland,11.959000000000001,10.878,March 1999,Left Wing Alliance,130.09000200000003
1999-01-01,30,Finland,8.219,22.86,March 1999,Finnish Social Democrats,187.88634
1999-01-01,50,Finland,4.167,4.127,March 1999,Finnish Christian Union,17.197208999999997
1999-01-01,60,Finland,5.357,21.03,March 1999,National Coalition,112.65771000000001
1999-01-01,80,Finland,5.593999999999999,22.399,March 1999,Finnish Centre,125.300006
1999-01-01,70,Finland,2.674,0.99,March 1999,True Finns,2.6472599999999997
1999-01-01,90,Finland,10.484000000000002,5.51,March 1999,Swedish People’s Party,57.76684000000001
2003-01-01,10,Finland,4.261,8.008000000000001,March 2003,Green Union,34.122088000000005
2003-01-01,20,Finland,2.7030000000000003,9.928,March 2003,Left Wing Alliance,26.835384000000005
2003-01-01,30,Finland,6.701000000000001,24.473000000000003,March 2003,Finnish Social Democrats,163.99357300000005
2003-01-01,50,Finland,7.813,5.337000000000001,March 2003,Christian Democrats in Finland,41.697981000000006
2003-01-01,60,Finland,0.0,18.551,March 2003,National Coalition,0.0
2003-01-01,80,Finland,6.0,24.694000000000003,March 2003,Finnish Centre,148.16400000000002
2003-01-01,70,Finland,2.674,1.569,March 2003,True Finns,4.195506
2003-01-01,90,Finland,3.4360000000000004,4.614,March 2003,Swedish People’s Party,15.853704000000002
2007-01-01,10,Finland,12.059000000000001,8.46,March 2007,Green Union,102.01914000000002
2007-01-01,20,Finland,14.103,8.82,March 2007,Left Wing Alliance,124.38846
2007-01-01,30,Finland,5.025,21.44,March 2007,Finnish Social Democrats,107.73600000000002
2007-01-01,50,Finland,4.317,4.97,March 2007,Christian Democrats in Finland,21.45549
2007-01-01,60,Finland,6.667000000000001,22.26,March 2007,National Coalition,148.40742000000003
2007-01-01,80,Finland,5.8820000000000014,23.11,March 2007,Finnish Centre,135.93302000000003
2007-01-01,70,Finland,7.718999999999999,4.05,March 2007,True Finns,31.261949999999995
2007-01-01,90,Finland,6.604,4.97,March 2007,Swedish People’s Party,32.82188
2011-01-01,10,Finland,7.617999999999999,7.252000000000001,April 2011,Green Union,55.245736
2011-01-01,20,Finland,11.628,8.132,April 2011,Left Wing Alliance,94.55889599999999
2011-01-01,30,Finland,3.853,19.102999999999998,April 2011,Finnish Social Democrats,73.603859
2011-01-01,50,Finland,4.388999999999999,4.03,April 2011,Christian Democrats in Finland,17.687669999999997
2011-01-01,60,Finland,2.0,20.382,April 2011,National Coalition,40.764
2011-01-01,80,Finland,3.7880000000000003,15.76,April 2011,Finnish Centre,59.69888
2011-01-01,70,Finland,4.248,19.053,April 2011,True Finns,80.937144
2011-01-01,90,Finland,3.509,4.279,April 2011,Swedish People’s Party,15.015011
2015-01-01,10,Finland,12.95,8.526,April 2015,Green Union,110.4117
2015-01-01,20,Finland,9.447,7.1320000000000014,April 2015,Left Wing Alliance,67.37600400000001
2015-01-01,30,Finland,10.484000000000002,16.51,April 2015,Finnish Social Democrats,173.09084000000004
